Experiment,Study,Species A,Species B,species_pair,Fraction inoculum,Training environment,Testing environment,Testing community,AinA mean,AinA se,AinA N,AinB mean,AinB se,AinB N,BinB mean,BinB se,BinB N,BinA mean,BinA se,BinA N,AinR mean,AinR se,AinR N,BinR mean,BinR se,BinR N,author,year,who_entered,study_control_type,control_type,Study_sterilization_method
175,77,panicum_capillare,trifolium_incarnatum,panicum_capillare_trifolium_incarnatum,1,Field,Lab,Community,0.260667,0.077394,3,0.236,0.075434,3,0.563,0.435604,3,0.151333,0.050598,3,1.948444667,0.1863213,3,0.258333667,0.03696982,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,tanacetum_vulgare_,vicia_villosa,tanacetum_vulgare__vicia_villosa,1,Field,Lab,Community,0.019,0.002,3,0.096667,0.042215,3,0.783,0.145887,3,1.311,0.048508,3,0.357444667,0.093555304,3,0.573,0.079968708,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
176,291,pinus_strobus,quercus_alba,pinus_strobus_quercus_alba,0.025,Field,Lab,Individual,0.4256,0.128146,5,0.626,0.206459,3,3.9335,2.5545,2,5.344333,1.45669,3,0.5982,0.104468,10,3.029167,0.464411,6,Coughlin et al,2020,xinyi,FS,FS,steaming
177,291,castanea_hybrid,pinus_strobus,castanea_hybrid_pinus_strobus,0.025,Field,Lab,Individual,11.4372,0.628749,5,11.9364,1.42549,5,0.529,0.10411,5,0.2548,0.061058,5,11.7822,0.888141,10,0.5982,0.104468,10,Coughlin et al,2020,xinyi,FS,FS,steaming
178,291,castanea_dentata,quercus_alba,castanea_dentata_quercus_alba,0.025,Field,Lab,Individual,2.6696,2.6696,5,9.5725,3.197192,4,2.661,0.216,2,3.969333,1.188082,3,8.417857,1.769734,7,3.029167,0.464411,6,Coughlin et al,2020,xinyi,FS,FS,steaming
178,291,castanea_hybrid,quercus_alba,castanea_hybrid_quercus_alba,0.025,Field,Lab,Individual,6.2054,2.567746,5,13.7505,1.864075,4,2.661,0.216,2,4.439333,0.654841,3,11.7822,0.888141,10,3.029167,0.464411,6,Coughlin et al,2020,xinyi,FS,FS,steaming
143,293,acmispon_wrangelianus,festuca_microstachys,acmispon_wrangelianus_festuca_microstachys,0.1,Lab,Lab,Individual,0.37941,0.022366,10,0.27626,0.015212,10,0.01249,0.00159,10,0.03435,0.002833,10,0.03685,0.002749,10,0.04685,0.003855,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,acmispon_wrangelianus,hordeum_murinum,acmispon_wrangelianus_hordeum_murinum,0.1,Lab,Lab,Individual,0.37941,0.022366,10,0.31778,0.026874,10,0.02383,0.002142,10,0.03196,0.003078,10,0.03685,0.002749,10,0.05556,0.005699,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,acmispon_wrangelianus,plantago_erecta,acmispon_wrangelianus_plantago_erecta,0.1,Lab,Lab,Individual,0.37941,0.022366,10,0.33752,0.012502,10,0.02582,0.011865,10,0.04029,0.004984,10,0.03685,0.002749,10,0.05602,0.006691,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,acmispon_wrangelianus,salvia_columbariae,acmispon_wrangelianus_salvia_columbariae,0.1,Lab,Lab,Individual,0.37941,0.022366,10,0.31388,0.024359,10,0.02087,0.002262,10,0.04967,0.005947,10,0.03685,0.002749,10,0.05655,0.006619,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,acmispon_wrangelianus,uropappus_lindleyi,acmispon_wrangelianus_uropappus_lindleyi,0.1,Lab,Lab,Individual,0.37941,0.022366,10,0.26584,0.032732,10,0.022311,0.003907,9,0.05069,0.008379,10,0.03685,0.002749,10,0.06272,0.006609,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,festuca_microstachys,hordeum_murinum,festuca_microstachys_hordeum_murinum,0.1,Lab,Lab,Individual,0.01249,0.00159,10,0.01383,0.002145,10,0.02383,0.002142,10,0.02387,0.002305,10,0.04685,0.003855,10,0.05556,0.005699,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,festuca_microstachys,plantago_erecta,festuca_microstachys_plantago_erecta,0.1,Lab,Lab,Individual,0.01249,0.00159,10,0.01463,0.001786,10,0.02582,0.011865,10,0.01886,0.001853,10,0.04685,0.003855,10,0.05602,0.006691,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,festuca_microstachys,salvia_columbariae,festuca_microstachys_salvia_columbariae,0.1,Lab,Lab,Individual,0.01249,0.00159,10,0.02503,0.002494,10,0.02087,0.002262,10,0.01393,0.001581,10,0.04685,0.003855,10,0.05655,0.006619,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,festuca_microstachys,uropappus_lindleyi,festuca_microstachys_uropappus_lindleyi,0.1,Lab,Lab,Individual,0.01249,0.00159,10,0.02307,0.003497,10,0.022311,0.003907,9,0.02336,0.002801,10,0.04685,0.003855,10,0.06272,0.006609,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,hordeum_murinum,plantago_erecta,hordeum_murinum_plantago_erecta,0.1,Lab,Lab,Individual,0.02383,0.002142,10,0.025133,0.001979,9,0.02582,0.011865,10,0.019411,0.002352,9,0.05556,0.005699,10,0.05602,0.006691,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,hordeum_murinum,salvia_columbariae,hordeum_murinum_salvia_columbariae,0.1,Lab,Lab,Individual,0.02383,0.002142,10,0.03175,0.002273,10,0.02087,0.002262,10,0.01619,0.001299,10,0.05556,0.005699,10,0.05655,0.006619,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,hordeum_murinum,uropappus_lindleyi,hordeum_murinum_uropappus_lindleyi,0.1,Lab,Lab,Individual,0.02383,0.002142,10,0.03377,0.002907,10,0.022311,0.003907,9,0.02696,0.004499,10,0.05556,0.005699,10,0.06272,0.006609,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,plantago_erecta,salvia_columbariae,plantago_erecta_salvia_columbariae,0.1,Lab,Lab,Individual,0.02582,0.011865,10,0.0255,0.004284,10,0.02087,0.002262,10,0.01283,0.001417,10,0.05602,0.006691,10,0.05655,0.006619,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,plantago_erecta,uropappus_lindleyi,plantago_erecta_uropappus_lindleyi,0.1,Lab,Lab,Individual,0.02582,0.011865,10,0.02759,0.003047,10,0.022311,0.003907,9,0.01691,0.001355,10,0.05602,0.006691,10,0.06272,0.006609,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
143,293,salvia_columbariae,uropappus_lindleyi,salvia_columbariae_uropappus_lindleyi,0.1,Lab,Lab,Individual,0.02087,0.002262,10,0.02425,0.00338,10,0.022311,0.003907,9,0.03058,0.004333,10,0.05655,0.006619,10,0.06272,0.006609,10,Kandlikar et al,2021,xinyi,FL_GS,GS,autoclaving
145,321,solidago_canadensis,tanacetum_vulgare,solidago_canadensis_tanacetum_vulgare,1,Field,Lab,Individual,0.106,0.038,30,0.12,0.016,30,0.575,0.045,30,0.557,0.041,30,0.08865,0.005678468,2,0.87,0.058090447,2,Lucero et al,2020,gaurav,CS,CS,autoclaving
146,321,solidago_canadensis,tanacetum_vulgare,solidago_canadensis_tanacetum_vulgare,1,Field,Lab,Individual,0.033,0.0083,22,0.0269,0.0038,20,0.177,0.02,29,0.219,0.02,29,0.02245,0.004150301,2,0.198,0.021505813,2,Lucero et al,2020,gaurav,CS,CS,autoclaving
148,387,parthenium_integrifolium,symphyotrichum_laeve,parthenium_integrifolium_symphyotrichum_laeve,0.857,Field,Lab,Individual,1.225609756,0.792682927,4,0.945121951,0.62804878,4,1,0.097560976,4,1.158536585,0.579268293,4,0.170731707,0.006097561,4,0.134146341,0.012195122,4,Impastato and Carrington,2020,gaurav,FS,FS,autoclaving
148,387,parthenium_integrifolium,andropogon_gerardii,parthenium_integrifolium_andropogon_gerardii,0.857,Field,Lab,Individual,1.225609756,0.792682927,4,2.640243902,0.963414634,4,2.036585366,1.207317073,4,0.975609756,0.554878049,4,0.170731707,0.006097561,4,0.335365854,0.12804878,4,Impastato and Carrington,2020,gaurav,FS,FS,autoclaving
148,387,symphyotrichum_laeve,andropogon_gerardii,symphyotrichum_laeve_andropogon_gerardii,0.857,Field,Lab,Individual,1,0.097560976,4,1.640243902,0.646341463,4,2.036585366,1.207317073,4,1.103658537,0.493902439,4,0.134146341,0.012195122,4,0.335365854,0.12804878,4,Impastato and Carrington,2020,gaurav,FS,FS,autoclaving
168,447,bouteloua_gracilis,bouteloua_eriopoda,bouteloua_gracilis_bouteloua_eriopoda,1,Field,Field,Individual,0.874,0.213,10,0.646,0.212,10,0.634,0.0708,8,0.679,0.0803,7,0.882,0.21,10,0.594,0.0844,6,Chung et al,2019,gaurav,FS,FS,autoclaving
169,447,bouteloua_gracilis,bouteloua_eriopoda,bouteloua_gracilis_bouteloua_eriopoda,1,Field,Field,Individual,0.78,0.209,10,1.58,0.222,8,0.521,0.0808,6,0.716,0.0725,8,0.84,0.224,9,0.572,0.0677,8,Chung et al,2019,gaurav,FS,FS,autoclaving
149,476,Common,Prairie,Common_Prairie,0.091,Lab,Lab,Individual,0.921579,0.080055,19,1.09327,0.05605,20,0.80014,0.042539,15,0.75172,0.049669,20,0.3355875,0.071874357,2,0.5647585,0.105182266,2,Snyder and Harmon-Threatt,2019,xinyi,CS,CS,autoclaving
150,476,Common,Prairie,Common_Prairie,0.091,Lab,Lab,Individual,1.875416,0.101783,19,2.289445,0.134292,20,1.434467,0.08561,12,1.725424,0.197214,17,3.234875,0.317443916,2,2.2669125,0.280153214,2,Snyder and Harmon-Threatt,2019,xinyi,CS,CS,autoclaving
171,485,salsola_oppositifolia,lygeum_spartum,salsola_oppositifolia_lygeum_spartum,0.2,Field,Lab,Population,0.607377,0.068853,8,0.848361,0.071311,8,1.177869,0.103279,8,0.604918,0.204098,8,0.825,0.055641172,2,0.609836,0.054014481,2,Lozano et al,2018,xinyi,CS,CS,autoclaving
172,485,salsola_oppositifolia,lygeum_spartum,salsola_oppositifolia_lygeum_spartum,0.2,Field,Lab,Community,0.656557,0.088525,8,1.421311,0.071312,8,0.622131,0.110656,8,0.681148,0.179508,8,0.9614755,0.05995669,2,0.5827865,0.042306933,2,Lozano et al,2018,xinyi,CS,CS,autoclaving
173,485,salsola_oppositifolia,lygeum_spartum,salsola_oppositifolia_lygeum_spartum,0.2,Field,Lab,Population,9.983122,0.206748,7,11.99156,0.7384,7,12.12447,1.1076,7,9.525316,0.487344,7,8.292194,0.468983934,2,10.677215,1.132831124,2,Lozano et al,2018,xinyi,CS,CS,autoclaving
174,485,salsola_oppositifolia,lygeum_spartum,salsola_oppositifolia_lygeum_spartum,0.2,Field,Lab,Community,9.909283,1.565397,7,13.33544,0.63502,7,9.333333,0.561182,7,10.44093,1.1962,7,12.26477,1.231196535,2,8.698312,0.569761805,2,Lozano et al,2018,xinyi,CS,CS,autoclaving
151,507,acacia_cyclops,acacia_rostellifera,acacia_cyclops_acacia_rostellifera,1,Field,Lab,Individual,16.9805,5.48222,6,18.95717,1.97013,6,11.2105,3.0663,6,9.037,4.83974,6,2.461583333,0.161397357,6,4.332972,0.780138947,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_cyclops,acacia_truncata,acacia_cyclops_acacia_truncata,1,Field,Lab,Individual,16.9805,5.48222,6,15.3935,2.73668,6,0.684,0.206794,6,0.5005,0.234156,6,2.461583333,0.161397357,6,1.218194333,0.122193662,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_cyclops,olearia_axillaris,acacia_cyclops_olearia_axillaris,1,Field,Lab,Individual,16.9805,5.48222,6,17.45067,3.73208,6,1.070333,0.216554,6,2.219333,0.676649,6,2.461583333,0.161397357,6,0.580388833,0.06695367,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_cyclops,scaevola_crassifolia,acacia_cyclops_scaevola_crassifolia,1,Field,Lab,Individual,16.9805,5.48222,6,20.99517,4.50985,6,1.398667,0.080549,6,1.565667,0.439621,6,2.461583333,0.161397357,6,0.458222167,0.069833327,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_cyclops,spyridium_globulosum,acacia_cyclops_spyridium_globulosum,1,Field,Lab,Individual,16.9805,5.48222,6,14.59217,1.56199,6,0.503333,0.045497,6,0.666167,0.087621,6,2.461583333,0.161397357,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_rostellifera,acacia_truncata,acacia_rostellifera_acacia_truncata,1,Field,Lab,Individual,11.2105,3.0663,6,20.51433,5.65493,6,0.684,0.206794,6,0.4105,0.144001,6,4.332972,0.780138947,6,1.218194333,0.122193662,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_rostellifera,olearia_axillaris,acacia_rostellifera_olearia_axillaris,1,Field,Lab,Individual,11.2105,3.0663,6,11.61483,2.41589,6,1.070333,0.216554,6,1.977333,0.384122,6,4.332972,0.780138947,6,0.580388833,0.06695367,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_rostellifera,scaevola_crassifolia,acacia_rostellifera_scaevola_crassifolia,1,Field,Lab,Individual,11.2105,3.0663,6,15.29,4.39209,6,1.398667,0.080549,6,2.935333,0.296163,6,4.332972,0.780138947,6,0.458222167,0.069833327,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_rostellifera,spyridium_globulosum,acacia_rostellifera_spyridium_globulosum,1,Field,Lab,Individual,11.2105,3.0663,6,11.097,3.8246,6,0.503333,0.045497,6,0.777833,0.08718,6,4.332972,0.780138947,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_truncata,olearia_axillaris,acacia_truncata_olearia_axillaris,1,Field,Lab,Individual,0.684,0.206794,6,1.468667,0.714064,6,1.070333,0.216554,6,2.398,0.620759,6,1.218194333,0.122193662,6,0.580388833,0.06695367,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_truncata,scaevola_crassifolia,acacia_truncata_scaevola_crassifolia,1,Field,Lab,Individual,0.684,0.206794,6,0.599833,0.193989,6,1.398667,0.080549,6,4.249333,0.419879,6,1.218194333,0.122193662,6,0.458222167,0.069833327,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,acacia_truncata,spyridium_globulosum,acacia_truncata_spyridium_globulosum,1,Field,Lab,Individual,0.684,0.206794,6,0.750833,0.471864,6,0.503333,0.045497,6,1.011333,0.065329,6,1.218194333,0.122193662,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,olearia_axillaris,scaevola_crassifolia,olearia_axillaris_scaevola_crassifolia,1,Field,Lab,Individual,1.070333,0.216554,6,0.859,0.159088,6,1.398667,0.080549,6,1.299833,0.199698,6,0.580388833,0.06695367,6,0.458222167,0.069833327,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,olearia_axillaris,spyridium_globulosum,olearia_axillaris_spyridium_globulosum,1,Field,Lab,Individual,1.070333,0.216554,6,1.779167,0.203952,6,0.503333,0.045497,6,0.364333,0.069441,6,0.580388833,0.06695367,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
151,507,scaevola_crassifolia,spyridium_globulosum,scaevola_crassifolia_spyridium_globulosum,1,Field,Lab,Individual,1.398667,0.080549,6,2.475,0.376427,6,0.503333,0.045497,6,0.499,0.061141,6,0.458222167,0.069833327,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_rostellifera,acacia_spathulifolia,acacia_rostellifera_acacia_spathulifolia,1,Field,Lab,Individual,8.659167,1.851493,6,5.319,0.305683,6,2.598333,0.521558,6,5.798,1.594712,6,17.38236167,2.123781222,6,6.421333333,0.495458032,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_rostellifera,banksia_leptophylla,acacia_rostellifera_banksia_leptophylla,1,Field,Lab,Individual,8.659167,1.851493,6,5.4005,0.891257,6,10.697,1.49643,6,11.92817,2.84624,6,17.38236167,2.123781222,6,22.83244667,1.047692653,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_rostellifera,calothamnus_quadrifidus,acacia_rostellifera_calothamnus_quadrifidus,1,Field,Lab,Individual,8.659167,1.851493,6,7.105,0.516659,6,1.6025,0.458485,6,3.971833,1.058824,6,17.38236167,2.123781222,6,11.1106955,0.630171935,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_rostellifera,gompholobium_tomentosum,acacia_rostellifera_gompholobium_tomentosum,1,Field,Lab,Individual,8.659167,1.851493,6,5.202667,0.893139,6,0.710167,0.212749,6,0.471,0.096966,6,17.38236167,2.123781222,6,3.08125,0.397793398,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_rostellifera,melaleuca_systena,acacia_rostellifera_melaleuca_systena,1,Field,Lab,Individual,8.659167,1.851493,6,8.063833,0.742826,6,1.059,0.27298,6,3.043333,0.785505,6,17.38236167,2.123781222,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_spathulifolia,banksia_leptophylla,acacia_spathulifolia_banksia_leptophylla,1,Field,Lab,Individual,2.598333,0.521558,6,2.136,0.495091,6,10.697,1.49643,6,9.5615,1.91201,6,6.421333333,0.495458032,6,22.83244667,1.047692653,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_spathulifolia,calothamnus_quadrifidus,acacia_spathulifolia_calothamnus_quadrifidus,1,Field,Lab,Individual,2.598333,0.521558,6,2.8175,0.448187,6,1.6025,0.458485,6,1.409,0.499009,6,6.421333333,0.495458032,6,11.1106955,0.630171935,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_spathulifolia,gompholobium_tomentosum,acacia_spathulifolia_gompholobium_tomentosum,1,Field,Lab,Individual,2.598333,0.521558,6,2.670333,0.406284,6,0.710167,0.212749,6,0.38,0.074293,6,6.421333333,0.495458032,6,3.08125,0.397793398,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,acacia_spathulifolia,melaleuca_systena,acacia_spathulifolia_melaleuca_systena,1,Field,Lab,Individual,2.598333,0.521558,6,3.291833,0.902902,6,1.059,0.27298,6,1.350333,0.384781,6,6.421333333,0.495458032,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,banksia_leptophylla,calothamnus_quadrifidus,banksia_leptophylla_calothamnus_quadrifidus,1,Field,Lab,Individual,10.697,1.49643,6,9.230167,2.245543,6,1.6025,0.458485,6,1.972333,0.760138,6,22.83244667,1.047692653,6,11.1106955,0.630171935,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,banksia_leptophylla,gompholobium_tomentosum,banksia_leptophylla_gompholobium_tomentosum,1,Field,Lab,Individual,10.697,1.49643,6,11.64383,1.55397,6,0.710167,0.212749,6,0.5545,0.142228,6,22.83244667,1.047692653,6,3.08125,0.397793398,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,banksia_leptophylla,melaleuca_systena,banksia_leptophylla_melaleuca_systena,1,Field,Lab,Individual,10.697,1.49643,6,9.767333,2.276087,6,1.059,0.27298,6,0.631167,0.194884,6,22.83244667,1.047692653,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,calothamnus_quadrifidus,gompholobium_tomentosum,calothamnus_quadrifidus_gompholobium_tomentosum,1,Field,Lab,Individual,1.6025,0.458485,6,1.212833,0.28956,6,0.710167,0.212749,6,0.486833,0.158463,6,11.1106955,0.630171935,6,3.08125,0.397793398,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,calothamnus_quadrifidus,melaleuca_systena,calothamnus_quadrifidus_melaleuca_systena,1,Field,Lab,Individual,1.6025,0.458485,6,2.621333,0.397001,6,1.059,0.27298,6,1.0545,0.171826,6,11.1106955,0.630171935,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
152,507,gompholobium_tomentosum,melaleuca_systena,gompholobium_tomentosum_melaleuca_systena,1,Field,Lab,Individual,0.710167,0.212749,6,0.2915,0.090455,6,1.059,0.27298,6,2.178167,0.58199,6,3.08125,0.397793398,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_cyclops,acacia_rostellifera,acacia_cyclops_acacia_rostellifera,0.07,Field,Lab,Individual,20.53617,2.98659,6,10.98933,1.53632,6,19.47167,4.92339,6,15.6665,2.96161,6,2.461583333,0.161397357,6,4.332972,0.780138947,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_cyclops,acacia_truncata,acacia_cyclops_acacia_truncata,0.07,Field,Lab,Individual,20.53617,2.98659,6,12.63433,2.51539,6,3.190667,0.515047,6,2.035,0.575282,6,2.461583333,0.161397357,6,1.218194333,0.122193662,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_cyclops,olearia_axillaris,acacia_cyclops_olearia_axillaris,0.07,Field,Lab,Individual,20.53617,2.98659,6,16.64267,1.57134,6,0.890333,0.293703,6,1.463833,0.348175,6,2.461583333,0.161397357,6,0.580388833,0.06695367,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_cyclops,scaevola_crassifolia,acacia_cyclops_scaevola_crassifolia,0.07,Field,Lab,Individual,20.53617,2.98659,6,15.23317,2.92353,6,0.915333,0.258032,6,0.9785,0.14043,6,2.461583333,0.161397357,6,0.458222167,0.069833327,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_cyclops,spyridium_globulosum,acacia_cyclops_spyridium_globulosum,0.07,Field,Lab,Individual,20.53617,2.98659,6,17.23317,4.0738,6,0.431167,0.108986,6,0.376167,0.080211,6,2.461583333,0.161397357,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_rostellifera,acacia_truncata,acacia_rostellifera_acacia_truncata,0.07,Field,Lab,Individual,19.47167,4.92339,6,17.79683,3.85477,6,3.190667,0.515047,6,1.676833,0.415101,6,4.332972,0.780138947,6,1.218194333,0.122193662,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_rostellifera,olearia_axillaris,acacia_rostellifera_olearia_axillaris,0.07,Field,Lab,Individual,19.47167,4.92339,6,22.15383,4.45988,6,0.890333,0.293703,6,1.314667,0.325017,6,4.332972,0.780138947,6,0.580388833,0.06695367,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_rostellifera,scaevola_crassifolia,acacia_rostellifera_scaevola_crassifolia,0.07,Field,Lab,Individual,19.47167,4.92339,6,20.5115,2.47402,6,0.915333,0.258032,6,0.924667,0.168127,6,4.332972,0.780138947,6,0.458222167,0.069833327,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_rostellifera,spyridium_globulosum,acacia_rostellifera_spyridium_globulosum,0.07,Field,Lab,Individual,19.47167,4.92339,6,24.98583,5.54042,6,0.431167,0.108986,6,0.259333,0.058794,6,4.332972,0.780138947,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_truncata,olearia_axillaris,acacia_truncata_olearia_axillaris,0.07,Field,Lab,Individual,3.190667,0.515047,6,4.416667,1.920579,6,0.890333,0.293703,6,1.340333,0.185967,6,1.218194333,0.122193662,6,0.580388833,0.06695367,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_truncata,scaevola_crassifolia,acacia_truncata_scaevola_crassifolia,0.07,Field,Lab,Individual,3.190667,0.515047,6,3.256833,0.814006,6,0.915333,0.258032,6,0.896167,0.132572,6,1.218194333,0.122193662,6,0.458222167,0.069833327,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,acacia_truncata,spyridium_globulosum,acacia_truncata_spyridium_globulosum,0.07,Field,Lab,Individual,3.190667,0.515047,6,2.311167,1.009689,6,0.431167,0.108986,6,0.567,0.090889,6,1.218194333,0.122193662,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,olearia_axillaris,scaevola_crassifolia,olearia_axillaris_scaevola_crassifolia,0.07,Field,Lab,Individual,0.890333,0.293703,6,1.100333,0.154882,6,0.915333,0.258032,6,0.825833,0.312955,6,0.580388833,0.06695367,6,0.458222167,0.069833327,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,olearia_axillaris,spyridium_globulosum,olearia_axillaris_spyridium_globulosum,0.07,Field,Lab,Individual,0.890333,0.293703,6,1.110833,0.262914,6,0.431167,0.108986,6,0.446667,0.093863,6,0.580388833,0.06695367,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
153,507,scaevola_crassifolia,spyridium_globulosum,scaevola_crassifolia_spyridium_globulosum,0.07,Field,Lab,Individual,0.915333,0.258032,6,1.3425,0.079619,6,0.431167,0.108986,6,0.544833,0.102057,6,0.458222167,0.069833327,6,0.510944167,0.060192235,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,acacia_rostellifera,acacia_spathulifolia,acacia_rostellifera_acacia_spathulifolia,0.07,Field,Lab,Individual,34.6965,3.56234,6,33.9305,3.39686,6,24.49033,1.25801,6,23.9445,1.91885,6,17.38236167,2.123781222,6,6.421333333,0.495458032,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,acacia_rostellifera,banksia_leptophylla,acacia_rostellifera_banksia_leptophylla,0.07,Field,Lab,Individual,34.6965,3.56234,6,37.60033,1.93221,6,20.77567,2.37927,6,21.5065,1.63704,6,17.38236167,2.123781222,6,22.83244667,1.047692653,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,acacia_rostellifera,calothamnus_quadrifidus,acacia_rostellifera_calothamnus_quadrifidus,0.07,Field,Lab,Individual,34.6965,3.56234,6,37.44183,1.93166,6,10.2305,1.32874,6,6.436167,0.88679,6,17.38236167,2.123781222,6,11.1106955,0.630171935,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,acacia_rostellifera,gompholobium_tomentosum,acacia_rostellifera_gompholobium_tomentosum,0.07,Field,Lab,Individual,34.6965,3.56234,6,27.80217,3.24607,6,3.233,1.070744,6,5.043667,1.727536,6,17.38236167,2.123781222,6,3.08125,0.397793398,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,acacia_rostellifera,melaleuca_systena,acacia_rostellifera_melaleuca_systena,0.07,Field,Lab,Individual,34.6965,3.56234,6,37.30867,3.29817,6,5.926,1.403103,6,5.474667,0.770308,6,17.38236167,2.123781222,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,acacia_spathulifolia,banksia_leptophylla,acacia_spathulifolia_banksia_leptophylla,0.07,Field,Lab,Individual,24.49033,1.25801,6,19.34383,3.51143,6,20.77567,2.37927,6,20.825,2.18044,6,6.421333333,0.495458032,6,22.83244667,1.047692653,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,acacia_spathulifolia,calothamnus_quadrifidus,acacia_spathulifolia_calothamnus_quadrifidus,0.07,Field,Lab,Individual,24.49033,1.25801,6,16.93117,2.64144,6,10.2305,1.32874,6,10.986,1.78401,6,6.421333333,0.495458032,6,11.1106955,0.630171935,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
